Question,Answers,Comment,Instructions,Render as
健太くんは、（　）に得体のしれない人物だから心を開けない。,鵼のよう,健太くんは、__鵼のよう__に得体のしれない人物だから心を開けない。,Type the reading!,Text
あの政治家は（　）で、食わせ物である。,鵼のよう,あの政治家は__鵼のよう__で、食わせ物である。,Type the reading!,Text
（　）な不気味な人とは、お近づきになりたくない。,鵼のよう,__鵼のよう__な不気味な人とは、お近づきになりたくない。,Type the reading!,Text
（　）な曖昧な返答で、のらりくらりと記者の質問をかわす。,鵼のよう,__鵼のよう__な曖昧な返答で、のらりくらりと記者の質問をかわす。,Type the reading!,Text
YESかNOかはっきりしてほしい。（　）な態度だと期待してしまう。,鵼のよう,YESかNOかはっきりしてほしい。__鵼のよう__な態度だと期待してしまう。,Type the reading!,Text
チャンスを待っていても、（　）というから永遠に来ないだろう。,鴑馬は伯楽に会わず,チャンスを待っていても、__鴑馬は伯楽に会わず__というから永遠に来ないだろう。,Type the reading!,Text
千里の馬も伯楽に会わずっていうんだから、（　）だ。無能な人はなおさらだ。,鴑馬は伯楽に会わず,千里の馬も伯楽に会わずっていうんだから、__鴑馬は伯楽に会わず__だ。無能な人はなおさらだ。,Type the reading!,Text
（　）というから、（　）ことができるよう自分磨きをする。,鴑馬は伯楽に会わず,__鴑馬は伯楽に会わず__というから、__世に出る__ことができるよう自分磨きをする。,Type the reading!,Text
誰にも認めてもらえないと腐っているようでは、（　）というように、（　）ことはないだろう。,鴑馬は伯楽に会わず,誰にも認めてもらえないと腐っているようでは、__鴑馬は伯楽に会わず__というように、__日の目を見る__ことはないだろう。,Type the reading!,Text
僕を推薦してくれた社長の為にも、（　）成果を上げます。,鴑馬に鞭打って,僕を推薦してくれた社長の為にも、__鴑馬に鞭打って__成果を上げます。,Type the reading!,Text
選ばれたからには（　）、勝ちます。,鴑馬に鞭打って,選ばれたからには__鴑馬に鞭打って__、勝ちます。,Type the reading!,Text
営業成績ナンバー１になれたのは、（　）努力したからです。,鴑馬に鞭打って,営業成績ナンバー１になれたのは、__鴑馬に鞭打って__努力したからです。,Type the reading!,Text
（　）どうにかこうにか得られた結果です。すべては支えてくれた皆さまのおかげですよ。,鴑馬に鞭打って,__鴑馬に鞭打って__どうにかこうにか得られた結果です。すべては支えてくれた皆さまのおかげですよ。,Type the reading!,Text
先生の期待に応えられるよう、（　）勉強します。,鴑馬に鞭打って,先生の期待に応えられるよう、__鴑馬に鞭打って__勉強します。,Type the reading!,Text
絵を描いてくれるよう頼みに行ったのだけれども、（　）断られた。,鮸膠も無く,絵を描いてくれるよう頼みに行ったのだけれども、__鮸膠も無く__断られた。,Type the reading!,Text
ともこちゃんに、一緒に宿題をしようと提案したけれども、（　）拒否されました。,鮸膠も無く,ともこちゃんに、一緒に宿題をしようと提案したけれども、__鮸膠も無く__拒否されました。,Type the reading!,Text
僕の意見を（　）撥ね付けるだなんてあんまりだと思います。,鮸膠も無く,僕の意見を__鮸膠も無く__撥ね付けるだなんてあんまりだと思います。,Type the reading!,Text
陸上部と一緒にサッカー部が運動場を使っているのだけれども、もう少し広く使わせてもらうことはできないか相談に行ったのだが、（　）対応でした。,鮸膠も無い,陸上部と一緒にサッカー部が運動場を使っているのだけれども、もう少し広く使わせてもらうことはできないか相談に行ったのだが、__鮸膠も無い__対応でした。,Type the reading!,Text
（　）対応に、ともこちゃんが腹を立てるんじゃないかとひやひやしたけれども、全く怒らなかったんです。,鮸膠も無い,__鮸膠も無い__対応に、ともこちゃんが腹を立てるんじゃないかとひやひやしたけれども、全く怒らなかったんです。,Type the reading!,Text
健太くんは非力だが、（　）ば勝てるだろう。,肮を搤して背を拊て,健太くんは非力だが、__肮を搤して背を拊て__ば勝てるだろう。,Type the reading!,Text
想定される逃げ道をすべておさえ、（　）相手をこてんぱにやっつける。,肮を搤して背を拊って,想定される逃げ道をすべておさえ、__肮を搤して背を拊って__相手をこてんぱにやっつける。,Type the reading!,Text
（　）、ともこちゃんより優位な立場になる。,肮を搤して背を拊って,__肮を搤して背を拊って__、ともこちゃんより優位な立場になる。,Type the reading!,Text
（　）ことで、強敵を倒す。,肮を搤して背を拊つ,__肮を搤して背を拊つ__ことで、強敵を倒す。,Type the reading!,Text
エースをおさえ込めば、（　）ように余裕で勝てる。,肮を搤して背を拊つ,エースをおさえ込めば、__肮を搤して背を拊つ__ように余裕で勝てる。,Type the reading!,Text
作業を迅速に終えるために、（　）だ。,筳は以て屋を持すべからず,作業を迅速に終えるために、__筳は以て屋を持すべからず__だ。,Type the reading!,Text
その人の能力を知り、（　）を心掛けることが上司のつとめだ。,筳は以て屋を持すべからず,その人の能力を知り、__筳は以て屋を持すべからず__を心掛けることが上司のつとめだ。,Type the reading!,Text
好き嫌いで人事を決めたらだめだろう。会社のことを思うならば、（　）だ。,筳は以て屋を持すべからず,好き嫌いで人事を決めたらだめだろう。会社のことを思うならば、__筳は以て屋を持すべからず__だ。,Type the reading!,Text
（　）と考え、適材適所に人事異動する。,筳は以て屋を持すべからず,__筳は以て屋を持すべからず__と考え、適材適所に人事異動する。,Type the reading!,Text
