Question,Answers,Comment,Instructions,Render as
忙しいサラリーマンにフレンチのフルコースは必要ない。（　）で「安い、うまい、はやい」の牛丼が良い。,觥飯も壺飧に及ばず,忙しいサラリーマンにフレンチのフルコースは必要ない。__觥飯も壺飧に及ばず__で「安い、うまい、はやい」の牛丼が良い。,Type the reading!,Text
レンジでチンした冷凍食品が空腹にしみる。（　）だ。,觥飯も壺飧に及ばず,レンジでチンした冷凍食品が空腹にしみる。__觥飯も壺飧に及ばず__だ。,Type the reading!,Text
（　）で、状況によっては丁寧にだしをとった料理よりも時短料理の方が良いこともある。,觥飯も壺飧に及ばず,__觥飯も壺飧に及ばず__で、状況によっては丁寧にだしをとった料理よりも時短料理の方が良いこともある。,Type the reading!,Text
急いでかきこむ駅のホームの立ち食いそばがなんともうまい。（　）というやつだ。,觥飯も壺飧に及ばず,急いでかきこむ駅のホームの立ち食いそばがなんともうまい。__觥飯も壺飧に及ばず__というやつだ。,Type the reading!,Text
患者の診察の合間に食べるコンビニのおにぎりは、僕の大事なエネルギー源だ。（　）というがどんな高級料理でもかなわない。,觥飯も壺飧に及ばず,患者の診察の合間に食べるコンビニのおにぎりは、僕の大事なエネルギー源だ。__觥飯も壺飧に及ばず__というがどんな高級料理でもかなわない。,Type the reading!,Text
独裁政権は長くは続かない。（　）という。,箠策繁く用うるは遠きを致すの御に非ず,独裁政権は長くは続かない。__箠策繁く用うるは遠きを致すの御に非ず__という。,Type the reading!,Text
厳しくすると必ず反発され内紛につながるので、（　）だ。,箠策繁く用うるは遠きを致すの御に非ず,厳しくすると必ず反発され内紛につながるので、__箠策繁く用うるは遠きを致すの御に非ず__だ。,Type the reading!,Text
国民を信頼し緩やかにした方が、（　）といわれる。,箠策繁く用うるは遠きを致すの御に非ず,国民を信頼し緩やかにした方が、__箠策繁く用うるは遠きを致すの御に非ず__といわれる。,Type the reading!,Text
良い国にしたいなら罰則をどんどん増やす必要はない。（　）で、厳しくすればするほど悪化する。,箠策繁く用うるは遠きを致すの御に非ず,良い国にしたいなら罰則をどんどん増やす必要はない。__箠策繁く用うるは遠きを致すの御に非ず__で、厳しくすればするほど悪化する。,Type the reading!,Text
国民は政治家の駒ではないので、従わせようと思ってはいけない。（　）だ。,箠策繁く用うるは遠きを致すの御に非ず,国民は政治家の駒ではないので、従わせようと思ってはいけない。__箠策繁く用うるは遠きを致すの御に非ず__だ。,Type the reading!,Text
留学生活が終わり、日本に帰国する時、私は（　）を感じて、なかなか飛行機に乗る決心がつかなかった。,幷州の情,留学生活が終わり、日本に帰国する時、私は__幷州の情__を感じて、なかなか飛行機に乗る決心がつかなかった。,Type the reading!,Text
遠く離れた地での長い年月が、彼に（　）を抱かせ、その土地を第二の故郷と呼ぶようになった。,幷州の情,遠く離れた地での長い年月が、彼に__幷州の情__を抱かせ、その土地を第二の故郷と呼ぶようになった。,Type the reading!,Text
