Question,Answers,Comment,Instructions,Render as
素晴らしい,すばらしい,adj-i,,Text
頷く,うなずく,v5,,Text
微笑む,ほほえむ,v5,,Text
上手い,うまい,adj-i,,Text
酷い,ひどい,adj-i,,Text
美味い,うまい,adj-i,,Text
馴染む,なじむ,v5,,Text
含羞む,はにかむ,v5,,Text
儚い,はかない,adj-i,,Text
容易い,たやすい,adj-i,,Text
彷徨う,さまよう,v5,,Text
仕舞う,しまう,v5,,Text
拙い,まずい,adj-i,,Text
狼狽える,うろたえる,v1,,Text
旨い,うまい,adj-i,,Text
煩い,うるさい,adj-i,,Text
御座る,ござる,v5,,Text
巧い,うまい,adj-i,,Text
"捩る
もとのことばや表現を（ふざけて）ちょっと変える。
「古歌を━」",もじる,v5,,Text
肯く,うなずく,v5,,Text
蔓延る,はびこる,v5,,Text
さ迷う,さまよう,v5,,Text
揶揄う,からかう,v5,,Text
戯ける,おどける,v1,,Text
希う,こいねがう,v5,,Text
頽れる,くずおれる,v1,,Text
非道い,ひどい,adj-i,,Text
雪崩れる,なだれる,v1,,Text
終う,しまう,v5,,Text
嘔吐く,えずく,v5,,Text
彷徨く,うろつく,v5,,Text
徘徊く,うろつく,v5,,Text
崩折れる,くずおれる,v1,,Text
頬笑む,ほほえむ,v5,,Text
床しい,ゆかしい,adj-i,,Text
蹌踉めく,よろめく,v5,,Text
落籍す,ひかす,v5,,Text
寝汚い,いぎたない,adj-i,,Text
冀う,こいねがう,v5,,Text
復習う,さらう,v5,,Text
素っ破抜く,すっぱぬく,v5,,Text
点頭く,うなずく,v5,,Text
庶幾う,こいねがう,v5,,Text
忠実忠実しい,まめまめしい,adj-i,,Text
七難しい,しちむずかしい,adj-i,,Text
