Question,Answers,Comment,Instructions,Render as
双方の言い分が食い違っていて、（　）、どうすればいいのだろうか。,鶍の嘴の食い違い,双方の言い分が食い違っていて、__鶍の嘴の食い違い__、どうすればいいのだろうか。,Type the reading!,Text
お互い同意していたはずなのに、（　）で、まだ揉めている。,鶍の嘴の食い違い,お互い同意していたはずなのに、__鶍の嘴の食い違い__で、まだ揉めている。,Type the reading!,Text
みんなの意見が一方向にまとまらず、（　）で困ったことになっている。,鶍の嘴の食い違い,みんなの意見が一方向にまとまらず、__鶍の嘴の食い違い__で困ったことになっている。,Type the reading!,Text
自分の伝えたことが相手にうまく伝わらず、（　）になり喧嘩になった。,鶍の嘴の食い違い,自分の伝えたことが相手にうまく伝わらず、__鶍の嘴の食い違い__になり喧嘩になった。,Type the reading!,Text
「賢者の贈り物」という話に出てくる夫婦はお互いを想いすぎて、（　）になったが、それでも二人は幸せだった。,鶍の嘴の食い違い,「賢者の贈り物」という話に出てくる夫婦はお互いを想いすぎて、__鶍の嘴の食い違い__になったが、それでも二人は幸せだった。,Type the reading!,Text
（　）から、どんな人でも才能が開花できるよう税金を投入する。,"紈袴は餓死せず,儒冠は多く身を誤る",__紈袴は餓死せず、儒冠は多く身を誤る__から、どんな人でも才能が開花できるよう税金を投入する。,Type the reading!,Text
お金持ちは機会に恵まれるが、貧乏人は恵まれない。（　）というから、貧しい人にも良い機会や環境が与えられるようにしたい。,"紈袴は餓死せず,儒冠は多く身を誤る",お金持ちは機会に恵まれるが、貧乏人は恵まれない。__紈袴は餓死せず、儒冠は多く身を誤る__というから、貧しい人にも良い機会や環境が与えられるようにしたい。,Type the reading!,Text
この世の中では、（　）ことが多く理不尽な世界だ。,"紈袴は餓死せず,儒冠は多く身を誤る",この世の中では、__紈袴は餓死せず、儒冠は多く身を誤る__ことが多く理不尽な世界だ。,Type the reading!,Text
（　）ので、大学まで授業料無償化が望ましい。,"紈袴は餓死せず,儒冠は多く身を誤る",__紈袴は餓死せず、儒冠は多く身を誤る__ので、大学まで授業料無償化が望ましい。,Type the reading!,Text
お金持ちの子供はデビュー時からスターとして扱われ、大舞台が用意される。（　）この世界で庶民が這い上がるのは難しい。,"紈袴は餓死せず,儒冠は多く身を誤る",お金持ちの子供はデビュー時からスターとして扱われ、大舞台が用意される。__紈袴は餓死せず、儒冠は多く身を誤る__この世界で庶民が這い上がるのは難しい。,Type the reading!,Text
